customerID,Churn,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges.Monthly,account_Charges.Total,Cuentas_Diarias,customer_gender_male,internet_InternetService_fiber optic,internet_InternetService_no,account_Contract_one year,account_Contract_two year,account_PaymentMethod_credit card (automatic),account_PaymentMethod_electronic check,account_PaymentMethod_mailed check
0968-GSIKN,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.8,70.8,2.36,False,True,False,False,False,False,False,True
0969-RGKCU,False,0,1,1,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.8,677.05,0.66,True,False,True,True,False,True,False,False
0970-ETWGE,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,89.55,89.55,2.985,True,True,False,False,False,False,True,False
0970-QXPXW,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.65,19.65,0.6549999999999999,False,False,True,False,False,False,False,True
0971-QIFJK,False,0,1,0,69,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.25,1641.8,0.8083333333333333,False,False,True,False,True,False,False,False
0973-KYVNF,False,0,1,1,72,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,70.65,5011.15,2.355,False,False,False,False,True,True,False,False
0975-UYDTX,False,0,1,0,26,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.1,2312.55,3.003333333333333,False,False,False,True,False,True,False,False
0975-VOOVL,False,0,0,0,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,29.2,98.5,0.9733333333333333,False,False,False,False,False,False,False,True
0979-MOZQI,False,0,1,0,62,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,39.0,2337.45,1.3,True,False,False,False,True,False,False,False
0979-PHULV,True,0,1,1,69,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,99.45,7007.6,3.315,True,True,False,False,False,True,False,False
0980-FEXWF,False,0,1,1,26,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,50.35,1285.8,1.6783333333333335,True,False,False,True,False,False,False,True
0980-PVMRC,False,0,1,1,40,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,50.85,2036.55,1.695,False,False,False,False,False,False,True,False
0983-TATYJ,False,0,1,0,33,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,51.45,1758.9,1.715,False,False,False,True,False,False,False,True
0988-AADSA,False,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,80.85,5824.75,2.695,False,False,False,False,True,False,False,False
0988-JRWWP,False,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,54.2,140.4,1.8066666666666669,False,False,False,False,False,False,True,False
0991-BRRFB,True,0,0,0,18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,49.4,874.8,1.6466666666666667,True,False,False,False,False,False,True,False
0993-OSGPT,False,1,1,0,68,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,60.65,3975.9,2.0216666666666665,False,False,False,True,False,False,False,False
0997-YTLNY,False,0,0,1,19,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,48.8,953.65,1.6266666666666665,False,False,False,False,False,False,False,True
0999-QXNSA,False,1,0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.75,344.2,1.525,True,False,False,False,False,False,False,True
1000-AJSLD,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.1,20.1,0.67,True,False,True,False,False,False,False,True
1004-NOZNR,False,1,0,1,56,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,94.8,5264.3,3.1599999999999997,True,True,False,True,False,True,False,False
1009-IRMNA,True,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,137.6,0.6666666666666666,False,False,True,False,False,False,False,False
1010-DIAUQ,True,0,0,0,5,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,96.5,492.55,3.216666666666667,True,True,False,False,False,False,False,False
1013-QCWAM,False,1,1,0,66,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,100.8,6690.75,3.36,False,True,False,False,False,False,True,False
1015-JPFYW,False,0,0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.45,136.75,0.6483333333333333,True,False,True,True,False,False,False,True
1015-OWJKI,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.05,19.05,0.635,True,False,True,False,False,False,False,True
1016-DJTSV,False,1,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.7,572.85,2.3233333333333333,True,True,False,False,False,False,True,False
1017-FBQMM,False,0,1,1,62,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,106.05,6703.5,3.5349999999999997,False,True,False,True,False,True,False,False
1020-JPQOW,False,0,1,0,56,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,90.55,5116.6,3.018333333333333,False,True,False,False,False,False,True,False
1022-RKXDR,False,0,0,0,41,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.85,962.25,0.8283333333333334,False,False,True,True,False,False,False,True
1023-BQXZE,False,0,0,0,57,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,74.35,4317.35,2.478333333333333,True,False,False,False,True,False,False,False
1024-GUALD,True,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.8,24.8,0.8266666666666667,False,False,False,False,False,False,True,False
1024-KPRBB,False,0,0,0,38,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,89.1,3342.0,2.9699999999999998,False,True,False,True,False,False,False,True
1024-VRZHF,True,0,1,0,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.95,825.7,2.4983333333333335,True,True,False,False,False,False,True,False
1025-FALIX,False,0,0,0,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.05,1815.65,2.3016666666666667,False,True,False,False,False,True,False,False
1027-LKKQQ,False,0,1,1,72,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,80.45,5886.85,2.6816666666666666,False,False,False,False,True,False,False,False
1028-FFNJK,False,1,1,0,30,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,101.5,2917.65,3.3833333333333333,True,True,False,False,False,False,True,False
1029-QFBEN,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,19.55,0.6516666666666667,True,False,True,False,False,False,False,True
1031-IIDEO,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.85,70.85,2.3616666666666664,False,True,False,False,False,False,True,False
1032-MAELW,False,0,1,1,68,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,78.45,5333.35,2.615,False,False,False,True,False,False,True,False
1035-IPQPU,False,1,1,0,63,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,103.5,6479.4,3.45,False,True,False,False,False,False,True,False
1036-GUDCL,False,0,1,1,60,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,79.05,4663.4,2.635,True,False,False,False,False,True,False,False
1038-RQOST,False,0,1,1,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.6,414.95,0.6866666666666668,True,False,True,False,False,False,False,True
1038-ZAGBI,True,0,1,1,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.8,229.6,0.66,False,False,True,True,False,False,False,False
1041-RXHRA,True,0,0,0,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.25,2868.05,2.341666666666667,False,True,False,False,False,False,False,False
1042-HFUCW,False,0,0,1,25,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,54.75,1266.35,1.825,False,False,False,True,False,True,False,False
1043-UXOVO,False,0,0,0,71,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,113.15,7993.3,3.771666666666667,False,True,False,False,True,True,False,False
1043-YCUTE,True,0,1,0,56,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.15,1327.15,0.8383333333333333,True,False,True,False,True,True,False,False
1045-LTCYT,False,0,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.05,139.75,0.7016666666666667,False,False,True,False,False,True,False,False
1047-NNCBF,False,0,0,0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.55,1493.55,2.3516666666666666,True,True,False,False,False,True,False,False
1047-RNXZV,False,0,0,0,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,876.15,0.6516666666666667,True,False,True,False,True,False,False,True
1049-FYSYG,False,0,1,0,17,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,35.65,646.05,1.1883333333333332,False,False,False,False,False,True,False,False
1051-EQPZR,False,0,1,1,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.6,780.25,0.6533333333333334,False,False,True,False,False,False,False,True
1051-GEJLJ,False,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,27.55,0.65,False,False,True,False,False,False,False,True
1052-QJIBV,False,0,1,1,71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.9,1397.3,0.6633333333333333,False,False,True,False,True,True,False,False
1053-MXTTK,False,0,1,1,72,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,108.65,7726.35,3.621666666666667,False,True,False,False,True,False,False,False
1057-FOGLZ,False,0,0,0,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.65,391.7,0.6549999999999999,False,False,True,False,False,False,False,True
1058-CIYUA,True,1,1,0,52,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,106.5,5621.85,3.55,False,True,False,True,False,False,True,False
1060-ENTOF,False,1,1,0,67,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,105.4,7035.6,3.5133333333333336,False,True,False,True,False,True,False,False
1061-PNTHC,False,0,1,1,56,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,109.6,5953.0,3.6533333333333333,False,True,False,False,False,False,False,True
1062-LHZOD,True,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.9,69.9,2.33,True,True,False,False,False,False,False,True
1063-DHQJF,False,0,1,1,69,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,92.15,6480.9,3.0716666666666668,True,True,False,False,True,False,False,True
1064-FBXNK,False,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.85,19.85,0.6616666666666667,True,False,True,True,False,True,False,False
1066-JKSGK,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.15,20.15,0.6716666666666666,True,False,True,False,False,False,False,True
1069-QJOEE,False,0,1,1,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.9,505.45,0.6633333333333333,True,False,True,True,False,False,True,False
1069-XAIEM,True,1,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,85.05,85.05,2.835,False,True,False,False,False,False,True,False
1073-XXCZD,False,0,1,0,55,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.7,1443.65,0.8566666666666667,True,False,True,False,True,False,False,False
1074-AMIOH,False,0,1,1,53,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,108.25,5935.1,3.6083333333333334,False,True,False,False,False,False,False,False
1074-WVEVG,False,0,1,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.35,1267.0,0.6783333333333333,False,False,True,True,False,False,False,True
1075-BGWOH,True,1,1,0,16,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,98.75,1587.55,3.2916666666666665,True,True,False,False,False,False,True,False
1077-HUUJM,False,0,0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,71.05,472.65,2.368333333333333,False,True,False,False,False,False,True,False
1078-TDCRN,False,1,1,0,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,30.75,82.85,1.025,False,False,False,False,False,False,True,False
1080-BWSYE,False,1,1,0,64,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.65,1740.8,0.855,True,False,True,False,True,True,False,False
1084-MNSMJ,False,0,1,1,51,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,85.5,4421.95,2.85,False,False,False,False,True,True,False,False
1084-UQCHV,True,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69.75,69.75,2.325,True,True,False,False,False,False,False,False
1085-LDWAM,False,0,1,1,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.35,1442.65,0.6783333333333333,False,False,True,True,False,True,False,False
1086-LXKFY,True,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.1,69.1,2.3033333333333332,False,True,False,False,False,False,False,True
1087-GRUYI,False,0,1,0,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.4,743.5,0.6799999999999999,True,False,True,False,True,False,False,False
1087-UDSIH,True,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.6,59.75,0.6533333333333334,False,False,True,False,False,False,False,True
1088-AUUZZ,False,0,1,1,56,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,75.85,4261.2,2.5283333333333333,True,False,False,False,True,True,False,False
1088-CNNKB,False,0,1,0,63,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,80.0,5040.2,2.6666666666666665,True,False,False,True,False,True,False,False
1089-HDMKP,False,1,0,1,11,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,54.55,601.25,1.8183333333333331,True,False,False,False,False,False,True,False
1089-XZWHH,False,0,1,1,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.7,494.05,0.6566666666666666,False,False,True,False,True,False,False,True
1090-ESELR,False,0,1,1,72,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,105.5,7611.55,3.5166666666666666,True,True,False,False,True,False,False,False
1090-PYKCI,False,0,1,1,69,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,105.1,7234.8,3.503333333333333,False,True,False,True,False,True,False,False
1091-SOZGA,False,0,1,1,56,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,99.8,5515.45,3.3266666666666667,False,True,False,True,False,True,False,False
1092-GANHU,True,0,0,0,17,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,76.65,1313.55,2.555,True,True,False,False,False,False,True,False
1092-WPIVQ,False,0,1,1,18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.1,428.45,0.8366666666666667,False,False,True,False,True,False,False,True
1093-YSWCA,False,0,0,0,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,223.15,0.6516666666666667,True,False,True,False,True,True,False,False
1094-BKOSX,False,0,1,1,45,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,51.0,2264.5,1.7,False,False,False,True,False,False,False,False
1095-JUDTC,True,1,0,0,47,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,95.05,4504.55,3.1683333333333334,False,True,False,False,False,False,True,False
1095-WGNGG,False,0,1,0,61,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,101.05,5971.25,3.368333333333333,False,True,False,False,True,False,False,False
1096-ADRUX,False,0,1,1,66,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.25,4859.25,2.475,False,True,False,True,False,False,False,False
1097-FSPVW,False,0,0,0,42,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,54.55,2455.05,1.8183333333333331,False,False,False,False,False,True,False,False
1098-KFQEC,False,0,1,1,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.4,1083.0,0.6466666666666666,False,False,True,False,True,True,False,False
1098-TDVUQ,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.25,19.25,0.6416666666666667,False,False,True,False,False,False,False,False
1099-BTKWT,False,0,1,0,68,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,54.4,3723.65,1.8133333333333332,False,False,False,True,False,False,True,False
1099-GODLO,False,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.35,20.35,0.6783333333333333,False,False,True,False,True,False,False,True
1100-DDVRV,False,0,1,0,17,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,49.8,836.35,1.66,True,False,False,False,False,False,False,True
1101-SSWAG,False,0,1,0,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,51.1,711.15,1.7033333333333334,False,False,False,False,False,False,True,False
1104-FEJAM,False,0,1,1,28,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,64.4,1802.15,2.146666666666667,True,False,False,False,False,False,True,False
1104-TNLZA,False,1,1,0,28,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,105.8,2998.0,3.5266666666666664,True,True,False,False,False,False,True,False
1106-HRLKZ,False,0,1,1,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.6,808.95,0.6533333333333334,True,False,True,False,True,False,False,True
1110-KYLGQ,False,0,0,0,63,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,108.25,6780.1,3.6083333333333334,False,True,False,False,False,True,False,False
1112-CUNAO,True,1,0,0,15,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,89.85,1424.95,2.9949999999999997,False,True,False,False,False,False,True,False
1113-IUJYX,True,0,1,0,14,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,105.95,1348.9,3.5316666666666667,False,True,False,True,False,False,False,True
1114-CENIM,True,0,0,1,54,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,55.0,3092.65,1.8333333333333333,True,False,False,False,False,True,False,False
1116-DXXDF,False,0,0,0,39,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,100.45,3801.7,3.3483333333333336,True,True,False,False,True,False,True,False
1116-FRYVH,False,0,1,1,48,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,39.4,1978.65,1.3133333333333332,False,False,False,False,True,False,False,True
1119-VJAQV,True,1,1,0,6,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,80.8,457.1,2.6933333333333334,True,True,False,False,False,False,True,False
1120-BMWUB,True,0,0,0,16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,53.9,834.15,1.7966666666666666,False,False,False,False,False,False,False,True
1121-QSIVB,False,0,0,1,44,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,77.55,3471.1,2.585,False,False,False,True,False,False,False,True
1122-JWTJW,True,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.65,70.65,2.355,True,True,False,False,False,False,False,True
1122-YJBCS,False,0,1,0,69,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,53.65,3804.4,1.7883333333333333,True,False,False,True,False,True,False,False
1125-SNVCK,False,1,0,0,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.8,2106.05,1.46,False,False,False,False,False,False,False,True
1131-ALZWV,False,0,0,0,24,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.6,605.25,0.8200000000000001,False,False,True,True,False,False,False,False
1131-QQZEB,False,1,1,0,71,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.95,1756.2,0.7983333333333333,True,False,True,False,True,False,False,False
1131-SUEKT,False,0,1,1,61,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,98.45,6145.2,3.2816666666666667,True,True,False,True,False,False,False,False
1133-KXCGE,False,0,0,0,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.1,407.05,0.67,False,False,True,True,False,False,False,True
1134-YWTYF,False,0,1,0,27,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,53.8,1389.85,1.7933333333333332,True,False,False,False,False,False,True,False
1135-HIORI,False,0,1,1,64,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,111.45,7266.95,3.7150000000000003,False,True,False,True,False,False,True,False
1135-LMECX,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.85,19.85,0.6616666666666667,False,False,True,False,False,False,False,True
1136-XGEQU,False,0,1,1,50,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,84.15,4164.4,2.805,False,False,False,True,False,True,False,False
1137-DGOWI,False,0,1,0,30,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,70.25,2198.9,2.341666666666667,False,False,False,True,False,False,False,False
1139-WUOAH,False,0,0,0,57,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,53.35,3090.05,1.7783333333333333,True,False,False,False,True,True,False,False
1140-UKVZG,False,0,0,0,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.8,475.25,0.8266666666666667,False,False,True,False,False,False,False,True
1142-IHLOO,False,0,0,0,51,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,87.55,4475.9,2.9183333333333334,False,True,False,True,False,True,False,False
1142-WACZW,True,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,29.85,75.6,0.995,True,False,False,False,False,False,False,False
1143-NMNQJ,True,0,0,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,85.7,169.8,2.856666666666667,False,True,False,False,False,False,True,False
1150-FTQGN,False,0,1,1,60,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,94.15,5811.8,3.1383333333333336,False,True,False,True,False,False,False,False
1150-WFARN,True,0,1,1,67,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,108.75,7156.2,3.625,False,True,False,False,True,True,False,False
1153-GNOLC,False,0,0,0,33,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,39.1,1309.0,1.3033333333333335,True,False,False,True,False,False,True,False
1154-HYWWO,False,0,0,0,38,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,70.6,2708.2,2.353333333333333,True,False,False,True,False,False,False,True
1156-ZFYDO,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.75,19.75,0.6583333333333333,False,False,True,False,False,False,True,False
1157-BQCUW,True,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.95,74.95,2.4983333333333335,True,True,False,False,False,False,True,False
1159-WFSGR,False,0,1,1,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.4,321.4,0.6799999999999999,False,False,True,False,False,False,True,False
1162-ECVII,False,1,1,0,72,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,109.75,7932.5,3.658333333333333,True,True,False,False,True,False,False,False
1163-ONYEY,False,0,1,1,41,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,74.55,3023.55,2.485,True,False,False,False,False,True,False,False
1163-VIPRI,False,0,1,1,65,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,109.3,7337.55,3.643333333333333,False,True,False,False,True,False,True,False
1166-PQLGG,False,0,1,1,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,1463.45,0.6516666666666667,False,False,True,False,True,False,False,False
1167-OYZJF,False,1,1,0,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.05,1263.05,0.6683333333333333,False,False,True,False,True,False,False,False
1169-SAOCL,False,0,0,0,49,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,106.65,5168.1,3.555,True,True,False,True,False,False,False,False
1169-WCVAK,False,0,1,0,19,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,88.8,1672.35,2.96,True,True,False,False,False,True,False,False
1170-SASML,False,0,1,0,69,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,85.4,5869.4,2.8466666666666667,False,True,False,False,False,False,False,False
1171-TYKUR,False,0,1,0,47,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.4,1139.2,0.8466666666666666,True,False,True,False,False,False,True,False
1172-VIYBP,False,0,1,1,53,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,69.7,3686.05,2.3233333333333333,True,False,False,False,True,False,False,False
1173-NOEYG,False,0,1,0,27,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,90.15,2423.4,3.0050000000000003,False,True,False,False,False,False,False,False
1173-XZPYF,False,0,0,0,11,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,89.2,990.3,2.9733333333333336,False,True,False,False,False,False,True,False
1174-FGIFN,False,0,1,1,28,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,90.45,2509.25,3.015,False,True,False,True,False,False,True,False
1177-XZBJL,False,0,1,1,53,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,64.15,3491.55,2.1383333333333336,True,False,False,True,False,False,False,False
1178-PZGAB,False,0,0,0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.25,383.65,0.675,False,False,True,True,False,True,False,False
1179-INLAT,False,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.45,69.25,0.6483333333333333,True,False,True,True,False,False,False,True
1183-CANVH,False,0,1,0,23,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,60.0,1347.15,2.0,False,False,False,True,False,False,False,False
1184-PJVDB,True,0,1,0,10,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.95,857.2,2.665,True,True,False,False,False,False,True,False
1187-WILMM,False,0,1,1,63,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.4,5597.65,2.98,True,False,False,False,True,True,False,False
1193-RTSLK,True,0,0,0,38,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,83.9,3233.6,2.796666666666667,False,True,False,False,False,True,False,False
1194-BHJYC,False,0,1,0,61,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,62.15,3778.85,2.0716666666666668,True,False,False,False,True,False,False,True
1194-HVAIF,False,0,1,0,27,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,95.0,2462.55,3.1666666666666665,False,True,False,False,False,True,False,False
1194-SPVSP,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.65,19.65,0.6549999999999999,True,False,True,False,False,False,False,False
1195-OIYEJ,True,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,91.1,1135.7,3.0366666666666666,True,True,False,False,False,False,True,False
1195-UQFHQ,True,0,0,0,61,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,104.0,6363.45,3.466666666666667,True,True,False,True,False,False,True,False
1196-AMORA,True,0,0,0,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73.6,520.0,2.453333333333333,True,True,False,False,False,False,True,False
1197-BVMVG,False,1,0,0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.45,294.45,2.481666666666667,False,True,False,False,False,False,True,False
1200-TUZHR,False,1,0,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,85.2,695.75,2.8400000000000003,False,True,False,False,False,False,True,False
1202-KKGFU,False,0,1,0,12,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,54.2,690.5,1.8066666666666669,False,False,False,False,False,False,False,False
